Districts,Year,Season,Crops,Yield,Soil_Mois,Soil_Temp
Dindigul,2020,Rabi,Groundnut,3550,27.96,28.28
Dindigul,2020,Kharif,Groundnut,1780,33.52,27.42
Dindigul,2020,Rabi,Maize,1730,27.96,28.28
Dindigul,2020,Kharif,Maize,7280,33.52,27.42
Dindigul,2020,Rabi,Onion,6240,27.96,28.28
Dindigul,2020,Kharif,Onion,890,33.52,27.42
Dindigul,2020,Rabi,Urad,8050,27.96,28.28
Dindigul,2020,Kharif,Urad,4345,33.52,27.42
Dindigul,2020,Rabi,Cotton,520,27.96,28.28
Dindigul,2020,Kharif,Cotton,5040,32.88,27.42
Dindigul,2021,Rabi,Groundnut,3830,26.68,28.06
Dindigul,2021,Kharif,Groundnut,2020,32.88,28.3
Dindigul,2021,Rabi,Maize,3640,26.68,28.06
Dindigul,2021,Kharif,Maize,8050,32.88,28.3
Dindigul,2021,Rabi,Onion,8100,26.68,28.06
Dindigul,2021,Kharif,Onion,880,32.88,28.3
Dindigul,2021,Rabi,Urad,8620,26.68,28.06
Dindigul,2021,Kharif,Urad,13769,32.88,28.3
Dindigul,2021,Rabi,Cotton,690,26.68,28.06
Dindigul,2021,Kharif,Cotton,9320,26.2,28.3
Dindigul,2022,Rabi,Groundnut,3710,34.68,28.59
Dindigul,2022,Kharif,Groundnut,1970,26.2,26.03
Dindigul,2022,Rabi,Maize,2160,34.68,28.59
Dindigul,2022,Kharif,Maize,7800,26.2,26.03
Dindigul,2022,Rabi,Onion,7930,34.68,28.59
Dindigul,2022,Kharif,Onion,850,26.2,26.03
Dindigul,2022,Rabi,Urad,9260,34.68,28.59
Dindigul,2022,Kharif,Urad,3340,26.2,26.03
Dindigul,2022,Rabi,Cotton,530,34.68,28.59
Dindigul,2022,Kharif,Cotton,11740,34.68,26.03
Erode,2015,Rabi,Groundnut,2970,17.2,26.03
Erode,2015,Kharif,Groundnut,1660,20.8,26.19
Erode,2015,Rabi,Maize,2550,17.2,26.53
Erode,2015,Kharif,Maize,7340,20.8,26.19
Erode,2015,Rabi,Onion,6840,17.2,26.53
Erode,2015,Kharif,Onion,690,20.8,26.19
Erode,2015,Rabi,Urad,6480,17.2,26.53
Erode,2015,Kharif,Urad,16960,20.8,26.19
Erode,2015,Rabi,Cotton,700,17.2,26.53
Erode,2015,Kharif,Cotton,8300,24.4,26.19
Erode,2016,Rabi,Groundnut,1470,18.4,26.7
Erode,2016,Kharif,Groundnut,710,24.4,26.02
Erode,2016,Rabi,Maize,1900,18.4,26.7
Erode,2016,Kharif,Maize,3540,24.4,26.02
Erode,2016,Rabi,Onion,1260,18.4,26.7
Erode,2016,Kharif,Onion,770,24.4,26.02
Erode,2016,Rabi,Urad,5050,18.4,26.7
Erode,2016,Kharif,Urad,4156,24.4,26.02
Erode,2016,Rabi,Cotton,370,18.4,26.7
Erode,2016,Kharif,Cotton,5360,24.4,26.02
Erode,2017,Rabi,Groundnut,0,17.6,26.58
Erode,2017,Kharif,Groundnut,2070,24.4,26.23
Erode,2017,Rabi,Maize,3550,17.6,26.58
Erode,2017,Kharif,Maize,6660,24.4,26.23
Erode,2017,Rabi,Onion,6690,17.6,26.58
Erode,2017,Kharif,Onion,910,24.4,26.23
Erode,2017,Rabi,Urad,12940,17.6,26.58
Erode,2017,Kharif,Urad,15468,24.4,26.23
Erode,2017,Rabi,Cotton,670,17.6,26.58
Erode,2017,Kharif,Cotton,9810,22.8,26.23
Erode,2018,Rabi,Groundnut,2600,17.6,26.99
Erode,2018,Kharif,Groundnut,2000,22.8,26.29
Erode,2018,Rabi,Maize,2180,17.6,26.99
Erode,2018,Kharif,Maize,8420,22.8,26.29
Erode,2018,Rabi,Onion,7000,17.6,26.99
Erode,2018,Kharif,Onion,760,22.8,26.29
Erode,2018,Rabi,Urad,5690,17.6,26.99
Erode,2018,Kharif,Urad,4372,22.8,26.29
Erode,2018,Rabi,Cotton,610,17.6,26.99
Erode,2018,Kharif,Cotton,11840,20,26.29
Erode,2019,Rabi,Groundnut,2510,16.4,26.95
Erode,2019,Kharif,Groundnut,1560,20,26.12
Erode,2019,Rabi,Maize,4190,16.4,26.95
Erode,2019,Kharif,Maize,7960,20,26.12
Erode,2019,Rabi,Onion,9080,16.4,26.95
Erode,2019,Kharif,Onion,840,20,26.12
Erode,2019,Rabi,Urad,8360,16.4,26.95
Erode,2019,Kharif,Urad,19305,20,26.12
Erode,2019,Rabi,Cotton,780,16.4,26.95
Erode,2019,Kharif,Cotton,10750,22,26.12
Erode,2020,Rabi,Groundnut,2410,14,26.55
Erode,2020,Kharif,Groundnut,2020,22,26.42
Erode,2020,Rabi,Maize,2720,14,26.55
Erode,2020,Kharif,Maize,9870,22,26.42
Erode,2020,Rabi,Onion,9920,14,26.55
Erode,2020,Kharif,Onion,890,22,26.42
Erode,2020,Rabi,Urad,6350,14,26.55
Erode,2020,Kharif,Urad,3347,22,26.42
Erode,2020,Rabi,Cotton,520,14,26.55
Erode,2020,Kharif,Cotton,7840,20.4,26.42
Erode,2021,Rabi,Groundnut,2390,18.4,27.2
Erode,2021,Kharif,Groundnut,2200,20.4,26.36
Erode,2021,Rabi,Maize,3080,18.4,27.2
Erode,2021,Kharif,Maize,9350,20.4,26.36
Erode,2021,Rabi,Onion,8940,18.4,27.2
Erode,2021,Kharif,Onion,880,20.4,26.36
Erode,2021,Rabi,Urad,9250,18.4,27.2
Erode,2021,Kharif,Urad,17390,20.4,26.36
Erode,2021,Rabi,Cotton,640,18.4,27.2
Erode,2021,Kharif,Cotton,7360,21.2,26.36
Erode,2022,Rabi,Groundnut,1790,16.4,26.94
Erode,2022,Kharif,Groundnut,1520,21.2,26.45
Erode,2022,Rabi,Maize,3180,16.4,26.94
Erode,2022,Kharif,Maize,8250,21.2,26.45
Erode,2022,Rabi,Onion,9980,16.4,26.94
Erode,2022,Kharif,Onion,860,21.2,26.45
Erode,2022,Rabi,Urad,9560,16.4,26.94
Erode,2022,Kharif,Urad,3416,21.2,26.45
Erode,2022,Rabi,Cotton,650,16.4,26.94
Erode,2022,Kharif,Cotton,5840,27.96,26.45
Kanchipuram,2015,Rabi,Groundnut,3000,33.56,28.31
Kanchipuram,2015,Kharif,Groundnut,2460,27.96,27.13
Kanchipuram,2015,Rabi,Maize,3380,33.56,28.31
Kanchipuram,2015,Kharif,Maize,7610,27.96,27.13
Kanchipuram,2015,Rabi,Onion,7000,33.56,28.31
Kanchipuram,2015,Kharif,Onion,690,27.96,27.13
Kanchipuram,2015,Rabi,Urad,6500,33.56,28.31
Kanchipuram,2015,Kharif,Urad,11942,27.96,27.13
Kanchipuram,2015,Rabi,Cotton,700,33.56,28.31
Kanchipuram,2015,Kharif,Cotton,6660,33.56,27.13
Kanchipuram,2016,Rabi,Groundnut,3000,26.6,26.52
Kanchipuram,2016,Kharif,Groundnut,2210,33.56,26.84
Kanchipuram,2016,Rabi,Maize,3800,26.6,26.52
Kanchipuram,2016,Kharif,Maize,4560,33.56,26.84
Kanchipuram,2016,Rabi,Onion,1000,26.6,26.52
Kanchipuram,2016,Kharif,Onion,770,33.56,26.84
Kanchipuram,2016,Rabi,Urad,6500,26.6,26.52
Kanchipuram,2016,Kharif,Urad,3878,33.56,26.84
Kanchipuram,2016,Rabi,Cotton,360,26.6,26.52
Kanchipuram,2016,Kharif,Cotton,10800,26.48,26.84
Kanchipuram,2017,Rabi,Groundnut,3000,28.4,26.26
Kanchipuram,2017,Kharif,Groundnut,2600,26.48,26.96
Kanchipuram,2017,Rabi,Maize,4060,28.4,26.26
Kanchipuram,2017,Kharif,Maize,4560,26.48,26.96
Kanchipuram,2017,Rabi,Onion,1000,28.4,26.26
Kanchipuram,2017,Kharif,Onion,910,26.48,26.96
Kanchipuram,2017,Rabi,Urad,9500,28.4,26.26
Kanchipuram,2017,Kharif,Urad,13722,26.48,26.96
Kanchipuram,2017,Rabi,Cotton,680,28.4,26.26
Kanchipuram,2017,Kharif,Cotton,10800,34.52,26.96
Kanchipuram,2018,Rabi,Groundnut,1000,32.52,27.77
Kanchipuram,2018,Kharif,Groundnut,3000,34.52,27.79
Kanchipuram,2018,Rabi,Maize,3420,32.52,27.77
Kanchipuram,2018,Kharif,Maize,4410,34.52,27.79
Kanchipuram,2018,Rabi,Onion,8500,32.52,27.77
Kanchipuram,2018,Kharif,Onion,12000,34.52,27.79
Kanchipuram,2018,Rabi,Urad,8500,32.52,27.77
Kanchipuram,2018,Kharif,Urad,5600,34.52,27.79
Kanchipuram,2018,Rabi,Cotton,760,32.52,27.77
Kanchipuram,2018,Kharif,Cotton,610,30.36,27.79
Kanchipuram,2019,Rabi,Groundnut,1000,30.56,26.6
Kanchipuram,2019,Kharif,Groundnut,3000,30.36,26.52
Kanchipuram,2019,Rabi,Maize,3480,30.56,26.6
Kanchipuram,2019,Kharif,Maize,5170,30.36,26.52
Kanchipuram,2019,Rabi,Onion,8000,30.56,26.6
Kanchipuram,2019,Kharif,Onion,7330,30.36,26.52
Kanchipuram,2019,Rabi,Urad,6000,30.56,26.6
Kanchipuram,2019,Kharif,Urad,6000,30.36,26.52
Kanchipuram,2019,Rabi,Cotton,840,30.56,26.6
Kanchipuram,2019,Kharif,Cotton,780,32.48,26.52
Kanchipuram,2020,Rabi,Groundnut,1000,32.96,28.54
Kanchipuram,2020,Kharif,Groundnut,3000,32.48,26.35
Kanchipuram,2020,Rabi,Maize,2550,32.96,28.54
Kanchipuram,2020,Kharif,Maize,3980,32.48,26.35
Kanchipuram,2020,Rabi,Onion,8000,32.96,28.54
Kanchipuram,2020,Kharif,Onion,7330,32.48,26.35
Kanchipuram,2020,Rabi,Urad,6000,32.96,28.54
Kanchipuram,2020,Kharif,Urad,6000,32.48,26.35
Kanchipuram,2020,Rabi,Cotton,890,32.96,28.54
Kanchipuram,2020,Kharif,Cotton,520,27.04,26.35
Kanchipuram,2021,Rabi,Groundnut,1000,32.36,27.67
Kanchipuram,2021,Kharif,Groundnut,3000,27.04,26.13
Kanchipuram,2021,Rabi,Maize,2680,32.36,27.67
Kanchipuram,2021,Kharif,Maize,3110,27.04,26.13
Kanchipuram,2021,Rabi,Onion,8500,32.36,27.67
Kanchipuram,2021,Kharif,Onion,7330,27.04,26.13
Kanchipuram,2021,Rabi,Urad,6000,32.36,27.67
Kanchipuram,2021,Kharif,Urad,6000,27.04,26.13
Kanchipuram,2021,Rabi,Cotton,880,32.36,27.67
Kanchipuram,2021,Kharif,Cotton,640,33.4,26.13
Kanchipuram,2022,Rabi,Groundnut,1000,28.04,27.45
Kanchipuram,2022,Kharif,Groundnut,3000,33.4,26.57
Kanchipuram,2022,Rabi,Maize,1850,28.04,27.45
Kanchipuram,2022,Kharif,Maize,3760,33.4,26.57
Kanchipuram,2022,Rabi,Onion,7000,28.04,27.45
Kanchipuram,2022,Kharif,Onion,7330,33.4,26.57
Kanchipuram,2022,Rabi,Urad,6000,28.04,27.45
Kanchipuram,2022,Kharif,Urad,6000,33.4,26.57
Kanchipuram,2022,Rabi,Cotton,850,28.04,27.45
Kanchipuram,2022,Kharif,Cotton,660,25.2,26.57
Kanniyakumari,2015,Rabi,Groundnut,1000,15.2,27.22
Kanniyakumari,2015,Kharif,Groundnut,3000,25.2,25.51
Kanniyakumari,2015,Rabi,Maize,2220,15.2,27.22
Kanniyakumari,2015,Kharif,Maize,3200,25.2,25.51
Kanniyakumari,2015,Rabi,Onion,7360,15.2,27.22
Kanniyakumari,2015,Kharif,Onion,6840,25.2,25.51
Kanniyakumari,2015,Rabi,Urad,6000,15.2,27.22
Kanniyakumari,2015,Kharif,Urad,6000,25.2,25.51
Kanniyakumari,2015,Rabi,Cotton,700,15.2,27.22
Kanniyakumari,2015,Kharif,Cotton,700,23.6,25.51
Kanniyakumari,2016,Rabi,Groundnut,1000,18.8,27.4
Kanniyakumari,2016,Kharif,Groundnut,3000,23.6,26.13
Kanniyakumari,2016,Rabi,Maize,1500,18.8,27.4
Kanniyakumari,2016,Kharif,Maize,3130,23.6,26.13
Kanniyakumari,2016,Rabi,Onion,4570,18.8,27.4
Kanniyakumari,2016,Kharif,Onion,1250,23.6,26.13
Kanniyakumari,2016,Rabi,Urad,6000,18.8,27.4
Kanniyakumari,2016,Kharif,Urad,6000,23.6,26.13
Kanniyakumari,2016,Rabi,Cotton,770,18.8,27.4
Kanniyakumari,2016,Kharif,Cotton,360,24,26.13
Kanniyakumari,2017,Rabi,Groundnut,1000,16.8,28.37
Kanniyakumari,2017,Kharif,Groundnut,3000,24,26.89
Kanniyakumari,2017,Rabi,Maize,2500,16.8,28.37
Kanniyakumari,2017,Kharif,Maize,4000,24,26.89
Kanniyakumari,2017,Rabi,Onion,9000,16.8,28.37
Kanniyakumari,2017,Kharif,Onion,6750,24,26.89
Kanniyakumari,2017,Rabi,Urad,6000,16.8,28.37
Kanniyakumari,2017,Kharif,Urad,6000,24,26.89
Kanniyakumari,2017,Rabi,Cotton,910,16.8,28.37
Kanniyakumari,2017,Kharif,Cotton,680,22.4,26.89
Kanniyakumari,2018,Rabi,Groundnut,1000,16.4,27.87
Kanniyakumari,2018,Kharif,Groundnut,3000,22.4,26.89
Kanniyakumari,2018,Rabi,Maize,2180,16.4,27.87
Kanniyakumari,2018,Kharif,Maize,3000,22.4,26.89
Kanniyakumari,2018,Rabi,Onion,8330,16.4,27.87
Kanniyakumari,2018,Kharif,Onion,7000,22.4,26.89
Kanniyakumari,2018,Rabi,Urad,6000,16.4,27.87
Kanniyakumari,2018,Kharif,Urad,6000,22.4,26.89
Kanniyakumari,2018,Rabi,Cotton,740,16.4,27.87
Kanniyakumari,2018,Kharif,Cotton,610,24.8,26.89
Kanniyakumari,2019,Rabi,Groundnut,1000,21.2,28.61
Kanniyakumari,2019,Kharif,Groundnut,3000,24.8,26.63
Kanniyakumari,2019,Rabi,Maize,2500,21.2,28.61
Kanniyakumari,2019,Kharif,Maize,3000,24.8,26.63
Kanniyakumari,2019,Rabi,Onion,8170,21.2,28.61
Kanniyakumari,2019,Kharif,Onion,7000,24.8,26.63
Kanniyakumari,2019,Rabi,Urad,6000,21.2,28.61
Kanniyakumari,2019,Kharif,Urad,6000,24.8,26.63
Kanniyakumari,2019,Rabi,Cotton,850,21.2,28.61
Kanniyakumari,2019,Kharif,Cotton,780,27.2,26.63
Kanniyakumari,2020,Rabi,Groundnut,1000,16,27.54
Kanniyakumari,2020,Kharif,Groundnut,3000,27.2,25.97
Kanniyakumari,2020,Rabi,Maize,2120,16,27.54
Kanniyakumari,2020,Kharif,Maize,3000,27.2,25.97
Kanniyakumari,2020,Rabi,Onion,8170,16,27.54
Kanniyakumari,2020,Kharif,Onion,7000,27.2,25.97
Kanniyakumari,2020,Rabi,Urad,6000,16,27.54
Kanniyakumari,2020,Kharif,Urad,6000,27.2,25.97
Kanniyakumari,2020,Rabi,Cotton,890,16,27.54
Kanniyakumari,2020,Kharif,Cotton,520,25.6,25.97
Kanniyakumari,2021,Rabi,Groundnut,1000,17.2,27.81
Kanniyakumari,2021,Kharif,Groundnut,3000,25.6,26.83
Kanniyakumari,2021,Rabi,Maize,2200,17.2,27.81
Kanniyakumari,2021,Kharif,Maize,3000,25.6,26.83
Kanniyakumari,2021,Rabi,Onion,8170,17.2,27.81
Kanniyakumari,2021,Kharif,Onion,7000,25.6,26.83
Kanniyakumari,2021,Rabi,Urad,6000,17.2,27.81
Kanniyakumari,2021,Kharif,Urad,6000,25.6,26.83
Kanniyakumari,2021,Rabi,Cotton,880,17.2,27.81
Kanniyakumari,2021,Kharif,Cotton,640,25.2,26.83
Kanniyakumari,2022,Rabi,Groundnut,1000,18.8,27.45
Kanniyakumari,2022,Kharif,Groundnut,3000,25.2,26.48
Kanniyakumari,2022,Rabi,Maize,2200,18.8,27.45
Kanniyakumari,2022,Kharif,Maize,3000,25.2,26.48
Kanniyakumari,2022,Rabi,Onion,8170,18.8,27.45
Kanniyakumari,2022,Kharif,Onion,7000,25.2,26.48
Kanniyakumari,2022,Rabi,Urad,6000,18.8,27.45
Kanniyakumari,2022,Kharif,Urad,6000,25.2,26.48
Kanniyakumari,2022,Rabi,Cotton,850,18.8,27.45
Kanniyakumari,2022,Kharif,Cotton,660,25.6,26.48
Karur,2015,Rabi,Groundnut,1860,20.4,27.84
Karur,2015,Kharif,Groundnut,3000,25.6,25.9
Karur,2015,Rabi,Maize,2800,20.4,27.84
Karur,2015,Kharif,Maize,2780,25.6,25.9
Karur,2015,Rabi,Onion,7350,20.4,27.84
Karur,2015,Kharif,Onion,6840,25.6,25.9
Karur,2015,Rabi,Urad,9640,20.4,27.84
Karur,2015,Kharif,Urad,6490,25.6,25.9
Karur,2015,Rabi,Cotton,690,20.4,27.84
Karur,2015,Kharif,Cotton,700,26.8,25.9
Karur,2016,Rabi,Groundnut,1290,17.2,28.91
Karur,2016,Kharif,Groundnut,1480,26.8,25.45
Karur,2016,Rabi,Maize,2290,17.2,28.91
Karur,2016,Kharif,Maize,2350,26.8,25.45
Karur,2016,Rabi,Onion,4550,17.2,28.91
Karur,2016,Kharif,Onion,1260,26.8,25.45
Karur,2016,Rabi,Urad,10360,17.2,28.91
Karur,2016,Kharif,Urad,5060,26.8,25.45
Karur,2016,Rabi,Cotton,770,17.2,28.91
Karur,2016,Kharif,Cotton,360,22,25.45
Karur,2017,Rabi,Groundnut,0,14.4,27.61
Karur,2017,Kharif,Groundnut,0,22,26.31
Karur,2017,Rabi,Maize,2460,14.4,27.61
Karur,2017,Kharif,Maize,2650,22,26.31
Karur,2017,Rabi,Onion,9220,14.4,27.61
Karur,2017,Kharif,Onion,6690,22,26.31
Karur,2017,Rabi,Urad,9710,14.4,27.61
Karur,2017,Kharif,Urad,14180,22,26.31
Karur,2017,Rabi,Cotton,910,14.4,27.61
Karur,2017,Kharif,Cotton,680,25.2,26.31
Karur,2018,Rabi,Groundnut,2170,18.8,28.37
Karur,2018,Kharif,Groundnut,2600,25.2,25.06
Karur,2018,Rabi,Maize,2160,18.8,28.37
Karur,2018,Kharif,Maize,3450,25.2,25.06
Karur,2018,Rabi,Onion,7620,18.8,28.37
Karur,2018,Kharif,Onion,6990,25.2,25.06
Karur,2018,Rabi,Urad,8780,18.8,28.37
Karur,2018,Kharif,Urad,5680,25.2,25.06
Karur,2018,Rabi,Cotton,760,18.8,28.37
Karur,2018,Kharif,Cotton,610,22.4,25.06
Karur,2019,Rabi,Groundnut,2420,15.2,28.49
Karur,2019,Kharif,Groundnut,2510,22.4,26.59
Karur,2019,Rabi,Maize,2480,15.2,28.49
Karur,2019,Kharif,Maize,2970,22.4,26.59
Karur,2019,Rabi,Onion,8900,15.2,28.49
Karur,2019,Kharif,Onion,6720,22.4,26.59
Karur,2019,Rabi,Urad,9130,15.2,28.49
Karur,2019,Kharif,Urad,7050,22.4,26.59
Karur,2019,Rabi,Cotton,840,15.2,28.49
Karur,2019,Kharif,Cotton,780,26.4,26.59
Karur,2020,Rabi,Groundnut,1960,19.6,27.19
Karur,2020,Kharif,Groundnut,2400,26.4,25.16
Karur,2020,Rabi,Maize,2130,19.6,27.19
Karur,2020,Kharif,Maize,2640,26.4,25.16
Karur,2020,Rabi,Onion,7290,19.6,27.19
Karur,2020,Kharif,Onion,5290,26.4,25.16
Karur,2020,Rabi,Urad,9850,19.6,27.19
Karur,2020,Kharif,Urad,5550,26.4,25.16
Karur,2020,Rabi,Cotton,890,19.6,27.19
Karur,2020,Kharif,Cotton,520,24.4,25.16
Karur,2021,Rabi,Groundnut,1610,14.8,28.34
Karur,2021,Kharif,Groundnut,2380,24.4,26.39
Karur,2021,Rabi,Maize,2270,14.8,28.34
Karur,2021,Kharif,Maize,3700,24.4,26.39
Karur,2021,Rabi,Onion,8090,14.8,28.34
Karur,2021,Kharif,Onion,6060,24.4,26.39
Karur,2021,Rabi,Urad,9120,14.8,28.34
Karur,2021,Kharif,Urad,6030,24.4,26.39
Karur,2021,Rabi,Cotton,880,14.8,28.34
Karur,2021,Kharif,Cotton,630,22,26.39
Karur,2022,Rabi,Groundnut,1890,15.6,28.93
Karur,2022,Kharif,Groundnut,1790,22,26.63
Karur,2022,Rabi,Maize,2120,15.6,28.93
Karur,2022,Kharif,Maize,2800,22,26.63
Karur,2022,Rabi,Onion,7780,15.6,28.93
Karur,2022,Kharif,Onion,6130,22,26.63
Karur,2022,Rabi,Urad,9530,15.6,28.93
Karur,2022,Kharif,Urad,7620,22,26.63
Karur,2022,Rabi,Cotton,860,15.6,28.93
Karur,2022,Kharif,Cotton,650,26.4,26.63
Nagapattinam,2015,Rabi,Groundnut,1630,18.8,28.16
Nagapattinam,2015,Kharif,Groundnut,1920,26.4,26.01
Nagapattinam,2015,Rabi,Maize,2130,18.8,28.16
Nagapattinam,2015,Kharif,Maize,3720,26.4,26.01
Nagapattinam,2015,Rabi,Onion,8250,18.8,28.16
Nagapattinam,2015,Kharif,Onion,6860,26.4,26.01
Nagapattinam,2015,Rabi,Urad,9530,18.8,28.16
Nagapattinam,2015,Kharif,Urad,6400,26.4,26.01
Nagapattinam,2015,Rabi,Cotton,830,18.8,28.16
Nagapattinam,2015,Kharif,Cotton,470,22.4,26.01
Nagapattinam,2016,Rabi,Groundnut,1250,16,28.06
Nagapattinam,2016,Kharif,Groundnut,3230,22.4,25.77
Nagapattinam,2016,Rabi,Maize,1600,16,28.06
Nagapattinam,2016,Kharif,Maize,3680,22.4,25.77
Nagapattinam,2016,Rabi,Onion,8250,16,28.06
Nagapattinam,2016,Kharif,Onion,1200,22.4,25.77
Nagapattinam,2016,Rabi,Urad,9530,16,28.06
Nagapattinam,2016,Kharif,Urad,4600,22.4,25.77
Nagapattinam,2016,Rabi,Cotton,770,16,28.06
Nagapattinam,2016,Kharif,Cotton,320,24,25.77
Nagapattinam,2017,Rabi,Groundnut,0,21.6,27.8
Nagapattinam,2017,Kharif,Groundnut,0,24,25.52
Nagapattinam,2017,Rabi,Maize,2470,21.6,27.8
Nagapattinam,2017,Kharif,Maize,3880,24,25.52
Nagapattinam,2017,Rabi,Onion,9000,21.6,27.8
Nagapattinam,2017,Kharif,Onion,6670,24,25.52
Nagapattinam,2017,Rabi,Urad,9530,21.6,27.8
Nagapattinam,2017,Kharif,Urad,9200,24,25.52
Nagapattinam,2017,Rabi,Cotton,940,21.6,27.8
Nagapattinam,2017,Kharif,Cotton,480,24.4,25.52
Nagapattinam,2018,Rabi,Groundnut,2070,14.8,27.6
Nagapattinam,2018,Kharif,Groundnut,3980,24.4,26.24
Nagapattinam,2018,Rabi,Maize,2470,14.8,27.6
Nagapattinam,2018,Kharif,Maize,2110,24.4,26.24
Nagapattinam,2018,Rabi,Onion,9000,14.8,27.6
Nagapattinam,2018,Kharif,Onion,6930,24.4,26.24
Nagapattinam,2018,Rabi,Urad,9530,14.8,27.6
Nagapattinam,2018,Kharif,Urad,9200,24.4,26.24
Nagapattinam,2018,Rabi,Cotton,730,14.8,27.6
Nagapattinam,2018,Kharif,Cotton,280,24.8,26.24
Nagapattinam,2019,Rabi,Groundnut,2440,15.6,27.61
Nagapattinam,2019,Kharif,Groundnut,4320,24.8,26.4
Nagapattinam,2019,Rabi,Maize,2470,15.6,27.61
Nagapattinam,2019,Kharif,Maize,4380,24.8,26.4
Nagapattinam,2019,Rabi,Onion,9080,15.6,27.61
Nagapattinam,2019,Kharif,Onion,6850,24.8,26.4
Nagapattinam,2019,Rabi,Urad,9530,15.6,27.61
Nagapattinam,2019,Kharif,Urad,9200,24.8,26.4
Nagapattinam,2019,Rabi,Cotton,1000,15.6,27.61
Nagapattinam,2019,Kharif,Cotton,490,22,26.4
Nagapattinam,2020,Rabi,Groundnut,2500,17.6,27.37
Nagapattinam,2020,Kharif,Groundnut,4160,22,26.36
Nagapattinam,2020,Rabi,Maize,2470,17.6,27.37
Nagapattinam,2020,Kharif,Maize,3230,22,26.36
Nagapattinam,2020,Rabi,Onion,9080,17.6,27.37
Nagapattinam,2020,Kharif,Onion,6850,22,26.36
Nagapattinam,2020,Rabi,Urad,9530,17.6,27.37
Nagapattinam,2020,Kharif,Urad,9200,22,26.36
Nagapattinam,2020,Rabi,Cotton,920,17.6,27.37
Nagapattinam,2020,Kharif,Cotton,320,26.4,26.36
Nagapattinam,2021,Rabi,Groundnut,1620,19.6,28.29
Nagapattinam,2021,Kharif,Groundnut,1510,26.4,26.56
Nagapattinam,2021,Rabi,Maize,2470,19.6,28.29
Nagapattinam,2021,Kharif,Maize,3900,26.4,26.56
Nagapattinam,2021,Rabi,Onion,9080,19.6,28.29
Nagapattinam,2021,Kharif,Onion,6850,26.4,26.56
Nagapattinam,2021,Rabi,Urad,9530,19.6,28.29
Nagapattinam,2021,Kharif,Urad,9200,26.4,26.56
Nagapattinam,2021,Rabi,Cotton,890,19.6,28.29
Nagapattinam,2021,Kharif,Cotton,100,25.6,26.56
Nagapattinam,2022,Rabi,Groundnut,2000,18,27.63
Nagapattinam,2022,Kharif,Groundnut,1140,25.6,25.33
Nagapattinam,2022,Rabi,Maize,2470,18,27.63
Nagapattinam,2022,Kharif,Maize,3490,25.6,25.33
Nagapattinam,2022,Rabi,Onion,9080,18,27.63
Nagapattinam,2022,Kharif,Onion,6850,25.6,25.33
Nagapattinam,2022,Rabi,Urad,9530,18,27.63
Nagapattinam,2022,Kharif,Urad,9200,25.6,25.33
Nagapattinam,2022,Rabi,Cotton,890,18,27.63
Nagapattinam,2022,Kharif,Cotton,60,28,25.33
Namakkal,2015,Rabi,Groundnut,2130,16.8,28.39
Namakkal,2015,Kharif,Groundnut,1830,28,25.72
Namakkal,2015,Rabi,Maize,1680,16.8,28.39
Namakkal,2015,Kharif,Maize,2490,28,25.72
Namakkal,2015,Rabi,Onion,10050,16.8,28.39
Namakkal,2015,Kharif,Onion,8280,28,25.72
Namakkal,2015,Rabi,Urad,11110,16.8,28.39
Namakkal,2015,Kharif,Urad,8760,28,25.72
Namakkal,2015,Rabi,Cotton,690,16.8,28.39
Namakkal,2015,Kharif,Cotton,700,26,25.72
Namakkal,2016,Rabi,Groundnut,1290,14,27.4
Namakkal,2016,Kharif,Groundnut,1480,26,26.88
Namakkal,2016,Rabi,Maize,620,14,27.4
Namakkal,2016,Kharif,Maize,880,26,26.88
Namakkal,2016,Rabi,Onion,8060,14,27.4
Namakkal,2016,Kharif,Onion,3690,26,26.88
Namakkal,2016,Rabi,Urad,10950,14,27.4
Namakkal,2016,Kharif,Urad,5160,26,26.88
Namakkal,2016,Rabi,Cotton,410,14,27.4
Namakkal,2016,Kharif,Cotton,360,25.2,26.88
Namakkal,2017,Rabi,Groundnut,0,21.2,27.3
Namakkal,2017,Kharif,Groundnut,0,25.2,26.22
Namakkal,2017,Rabi,Maize,2130,21.2,27.3
Namakkal,2017,Kharif,Maize,3610,25.2,26.22
Namakkal,2017,Rabi,Onion,7020,21.2,27.3
Namakkal,2017,Kharif,Onion,8990,25.2,26.22
Namakkal,2017,Rabi,Urad,10010,21.2,27.3
Namakkal,2017,Kharif,Urad,14590,25.2,26.22
Namakkal,2017,Rabi,Cotton,910,21.2,27.3
Namakkal,2017,Kharif,Cotton,680,24.8,26.22
Namakkal,2018,Rabi,Groundnut,2280,21.2,28.79
Namakkal,2018,Kharif,Groundnut,2600,24.8,26.34
Namakkal,2018,Rabi,Maize,1420,21.2,28.79
Namakkal,2018,Kharif,Maize,2150,24.8,26.34
Namakkal,2018,Rabi,Onion,7600,21.2,28.79
Namakkal,2018,Kharif,Onion,7000,24.8,26.34
Namakkal,2018,Rabi,Urad,5910,21.2,28.79
Namakkal,2018,Kharif,Urad,7950,24.8,26.34
Namakkal,2018,Rabi,Cotton,760,21.2,28.79
Namakkal,2018,Kharif,Cotton,610,22.8,26.34
Namakkal,2019,Rabi,Groundnut,1510,14.8,28.78
